OID_,granularmo,GranularSe,GranularTo,servicetyp,speedmph,vehiclefle,vehicleid,xcoord,ycoord,reporttime
61937,C,0,76875,Idle,0,Fleet,H85,-88.16193,41.85418,1643977234
61663,C,0,586529,Idle,0,Fleet,H62,-88.20553,41.97345,1643977235
62184,C,0,430700,In Transit,29,Fleet,H78,-87.98945,41.95625,1643977235
61626,M,0,30939,Idle,0,Fleet,H74,-88.17447,41.91075,1643977261
61746,C,0,1004646,Idle,0,Fleet,H67,-88.0306,41.99453,1643977263
61710,C,0,595669,In Transit,13,Fleet,H69,-88.06528,41.76067,1643977263
62118,C,600,559996,Spreading,17,Fleet,H70,-88.0112,41.81005,1643977263
62188,C,0,686136,In Transit,35,Fleet,H93,-88.2525,41.87075,1643977263
61655,C,0,430700,In Transit,6,Fleet,H78,-87.98898,41.95225,1643977265
61697,C,0,76875,In Transit,6,Fleet,H85,-88.16212,41.85423,1643977265
61620,C,600,559996,Idle,0,Fleet,H70,-88.0112,41.80897,1643977296
62418,M,0,30939,In Transit,44,Fleet,H74,-88.17747,41.91113,1643977296
62018,C,0,239902,Idle,0,Fleet,H75,-88.03855,41.80718,1643977297
61783,C,0,595669,In Transit,40,Fleet,H69,-88.06498,41.75672,1643977298
61668,C,0,686136,In Transit,40,Fleet,H93,-88.24335,41.87027,1643977298
61913,C,0,76875,In Transit,26,Fleet,H85,-88.16382,41.8507,1643977300
62484,C,0,430700,In Transit,22,Fleet,H78,-87.9888,41.94955,1643977301
62103,M,0,30939,In Transit,42,Fleet,H74,-88.18237,41.91168,1643977322
62450,C,0,686136,In Transit,40,Fleet,H93,-88.23793,41.87307,1643977323
62189,C,0,595669,In Transit,33,Fleet,H69,-88.0644,41.75077,1643977324
62545,C,0,430700,In Transit,6,Fleet,H78,-87.98885,41.94915,1643977326
62591,C,0,76875,In Transit,29,Fleet,H85,-88.16507,41.84848,1643977326
62946,M,0,30939,In Transit,44,Fleet,H74,-88.19165,41.91285,1643977351
63360,C,0,560038,In Transit,22,Fleet,H70,-88.01253,41.8088,1643977352
62948,C,0,651970,In Transit,26,Fleet,H60,-87.96447,41.75192,1643977353
62960,C,0,686136,Idle,0,Fleet,H93,-88.23533,41.87657,1643977353
62853,C,0,430700,Idle,0,Fleet,H78,-87.98962,41.94842,1643977354
63108,C,0,76875,In Transit,26,Fleet,H85,-88.16907,41.84472,1643977354
62908,M,0,30939,In Transit,42,Fleet,H74,-88.19642,41.9136,1643977381
63118,C,0,560038,Idle,0,Fleet,H70,-88.01442,41.80863,1643977382
63104,C,0,239902,In Transit,31,Fleet,H75,-88.03822,41.8053,1643977382
63309,C,0,76875,In Transit,26,Fleet,H85,-88.17087,41.84277,1643977384
62836,M,0,30939,In Transit,35,Fleet,H74,-88.20552,41.91497,1643977411
62888,C,0,651970,Idle,0,Fleet,H60,-87.9546,41.75212,1643977412
62945,C,0,560038,In Transit,8,Fleet,H70,-88.01472,41.80872,1643977412
62896,C,0,76875,In Transit,24,Fleet,H85,-88.17018,41.83847,1643977415
63253,M,0,30939,In Transit,2,Fleet,H74,-88.20778,41.91532,1643977441
62873,C,0,560038,In Transit,8,Fleet,H70,-88.01468,41.81115,1643977442
62881,C,0,239902,In Transit,35,Fleet,H75,-88.03765,41.79682,1643977442
62842,C,0,595669,In Transit,29,Fleet,H69,-88.06288,41.74278,1643977443
63123,C,0,76875,In Transit,26,Fleet,H85,-88.16965,41.8364,1643977444
63530,C,0,686136,In Transit,31,Fleet,H93,-88.23717,41.87762,1643977444
62856,M,0,30939,In Transit,42,Fleet,H74,-88.21357,41.9162,1643977471
63163,C,0,595669,Idle,0,Fleet,H69,-88.06403,41.7418,1643977473
63087,C,0,686136,In Transit,35,Fleet,H93,-88.24203,41.87855,1643977474
63507,C,0,76875,In Transit,29,Fleet,H85,-88.16837,41.83163,1643977475
63492,M,0,30939,In Transit,46,Fleet,H74,-88.2184,41.917,1643977502
63075,C,0,239902,In Transit,29,Fleet,H75,-88.03777,41.78885,1643977502
63173,C,0,651970,In Transit,33,Fleet,H60,-87.94897,41.75223,1643977503
63006,C,0,686136,In Transit,29,Fleet,H93,-88.2444,41.88157,1643977504
63239,C,0,76875,In Transit,35,Fleet,H85,-88.16838,41.82887,1643977505
64040,M,0,30939,In Transit,46,Fleet,H74,-88.22855,41.91857,1643977531
64033,C,0,76875,In Transit,29,Fleet,H85,-88.16848,41.8232,1643977531
64124,C,0,651970,Idle,0,Fleet,H60,-87.94508,41.75253,1643977532
64041,C,0,239908,In Transit,29,Fleet,H75,-88.03757,41.7862,1643977532
64703,C,0,686136,In Transit,35,Fleet,H93,-88.24408,41.88418,1643977534
64095,C,0,76875,In Transit,26,Fleet,H85,-88.1685,41.82102,1643977560
64538,M,0,30939,In Transit,17,Fleet,H74,-88.23663,41.91977,1643977561
64051,C,0,1004646,Idle,0,Fleet,H67,-88.0306,41.99455,1643977562
64029,C,0,560038,In Transit,11,Fleet,H70,-88.0111,41.8113,1643977562
64199,C,0,686136,In Transit,42,Fleet,H93,-88.2432,41.89068,1643977563
64162,C,0,76875,In Transit,24,Fleet,H85,-88.1683,41.81658,1643977590
64614,M,0,30939,In Transit,2,Fleet,H74,-88.23717,41.9199,1643977591
64023,C,0,651970,In Transit,15,Fleet,H60,-87.94455,41.75265,1643977592
64286,C,0,239908,In Transit,4,Fleet,H75,-88.03757,41.78482,1643977592
64692,C,0,76875,In Transit,26,Fleet,H85,-88.16818,41.81438,1643977620
64134,M,0,30939,In Transit,29,Fleet,H74,-88.23817,41.91717,1643977621
64588,C,0,239908,In Transit,8,Fleet,H75,-88.03945,41.78407,1643977622
64416,C,0,76875,In Transit,15,Fleet,H85,-88.16742,41.81103,1643977650
64118,M,0,30939,In Transit,33,Fleet,H74,-88.23812,41.91447,1643977651
64345,C,0,239908,In Transit,2,Fleet,H75,-88.03767,41.784,1643977652
64488,C,0,76875,In Transit,26,Fleet,H85,-88.16735,41.80897,1643977680
64405,M,0,30939,In Transit,31,Fleet,H74,-88.23818,41.90883,1643977681
64487,C,0,651970,In Transit,6,Fleet,H60,-87.9422,41.75263,1643977682
64701,C,0,239908,Idle,0,Fleet,H75,-88.03742,41.78417,1643977683
65359,C,150,76875,Spreading,4,Fleet,H85,-88.16735,41.80442,1643977712
65605,M,0,30939,In Transit,8,Fleet,H74,-88.2383,41.90763,1643977714
65672,M,0,30939,In Transit,20,Fleet,H74,-88.24013,41.90765,1643977741
65525,C,150,76882,Spreading,22,Fleet,H85,-88.16742,41.80282,1643977741
65545,C,0,686138,In Transit,31,Fleet,H93,-88.22263,41.89965,1643977749
65419,C,0,586529,Idle,0,Fleet,H62,-88.20465,41.97427,1643977770
65338,C,0,76897,Idle,0,Fleet,H85,-88.16757,41.80188,1643977770
65266,M,0,30939,Idle,0,Fleet,H74,-88.24188,41.90778,1643977772
65244,C,0,239908,In Transit,42,Fleet,H75,-88.03773,41.7915,1643977772
65494,C,0,595669,Idle,0,Fleet,H69,-88.06462,41.74093,1643977773
65396,C,0,686138,In Transit,24,Fleet,H93,-88.22012,41.89968,1643977773
65260,C,0,586529,Idle,0,Fleet,H62,-88.20452,41.97467,1643977800
65351,C,0,76897,In Transit,22,Fleet,H85,-88.1698,41.80205,1643977801
65805,C,0,686138,In Transit,31,Fleet,H93,-88.21457,41.89978,1643977803
65304,C,0,586529,In Transit,13,Fleet,H62,-88.20475,41.97487,1643977830
65547,C,0,76897,In Transit,22,Fleet,H85,-88.17243,41.80237,1643977830
65327,C,0,239908,In Transit,35,Fleet,H75,-88.0372,41.80057,1643977832
65390,C,100,651970,Spreading,33,Fleet,H60,-87.96205,41.75215,1643977833
65587,C,0,686138,In Transit,31,Fleet,H93,-88.20915,41.89987,1643977834
65712,M,0,30939,In Transit,2,Fleet,H74,-88.24188,41.90782,1643977842
65287,C,0,586529,In Transit,31,Fleet,H62,-88.20917,41.97515,1643977860
65832,C,0,76897,In Transit,24,Fleet,H85,-88.1744,41.80362,1643977860
65527,M,0,30939,Idle,0,Fleet,H74,-88.24195,41.90803,1643977862
65411,C,0,651986,In Transit,31,Fleet,H60,-87.96462,41.75208,1643977864
65384,C,0,1004646,Idle,0,Fleet,H67,-88.0306,41.99455,1643977864
65380,C,0,686138,In Transit,6,Fleet,H93,-88.20447,41.89992,1643977864
65744,C,0,76897,In Transit,26,Fleet,H85,-88.17933,41.8053,1643977890
66593,C,0,586529,In Transit,40,Fleet,H62,-88.21567,41.97515,1643977893
66651,C,0,239908,Idle,0,Fleet,H75,-88.03828,41.80628,1643977893
66979,C,0,686138,In Transit,26,Fleet,H93,-88.20225,41.89993,1643977893
66674,C,0,76897,In Transit,26,Fleet,H85,-88.18247,41.80505,1643977920
66610,C,0,586529,In Transit,13,Fleet,H62,-88.2227,41.9751,1643977921
67417,C,0,560038,In Transit,31,Fleet,H70,-87.99237,41.82173,1643977922
66937,C,0,651986,Idle,0,Fleet,H60,-87.97337,41.75195,1643977923
66658,C,0,686138,In Transit,24,Fleet,H93,-88.1965,41.89998,1643977923
67021,C,0,586529,Idle,0,Fleet,H62,-88.22273,41.97767,1643977950
66498,C,0,76897,In Transit,24,Fleet,H85,-88.1868,41.80302,1643977950
66642,C,350,560038,Spreading,26,Fleet,H70,-87.99573,41.81923,1643977952
66649,C,0,239908,In Transit,26,Fleet,H75,-88.03803,41.80797,1643977952
66523,C,0,595669,Idle,0,Fleet,H69,-88.06503,41.74092,1643977953
66547,C,250,586529,Spreading,20,Fleet,H62,-88.22295,41.97545,1643977981
66894,C,0,76897,In Transit,6,Fleet,H85,-88.18885,41.80188,1643977981
66527,C,0,560045,In Transit,31,Fleet,H70,-87.99557,41.81557,1643977982
66640,C,100,651986,Spreading,13,Fleet,H60,-87.97368,41.75195,1643977983
66710,C,0,686138,In Transit,17,Fleet,H93,-88.19538,41.89982,1643977983
66460,C,0,76897,In Transit,20,Fleet,H85,-88.18855,41.80548,1643978010
66636,C,250,586529,Spreading,6,Fleet,H62,-88.22302,41.975,1643978011
66448,C,0,239908,In Transit,33,Fleet,H75,-88.03063,41.8131,1643978012
66489,C,0,652004,In Transit,26,Fleet,H60,-87.97685,41.75188,1643978013
66462,C,0,686138,In Transit,38,Fleet,H93,-88.19438,41.89743,1643978013
66490,C,0,76897,In Transit,8,Fleet,H85,-88.18822,41.80682,1643978040
66708,C,250,586529,Spreading,38,Fleet,H62,-88.22748,41.97505,1643978041
67032,C,0,560046,Idle,0,Fleet,H70,-87.99538,41.8097,1643978042
66465,C,0,652004,In Transit,35,Fleet,H60,-87.98332,41.7517,1643978043
66517,C,0,686138,In Transit,38,Fleet,H93,-88.19447,41.8913,1643978043
67327,C,0,76897,In Transit,20,Fleet,H85,-88.18642,41.80665,1643978070
66566,C,0,239908,In Transit,33,Fleet,H75,-88.02742,41.82048,1643978073
67061,C,0,686138,In Transit,38,Fleet,H93,-88.19447,41.88798,1643978073
67883,C,0,76897,In Transit,29,Fleet,H85,-88.18088,41.80717,1643978100
67885,M,0,30939,In Transit,4,Fleet,H74,-88.24198,41.90805,1643978101
67929,C,0,239908,In Transit,35,Fleet,H75,-88.02507,41.82472,1643978102
67761,C,0,652004,In Transit,33,Fleet,H60,-87.99912,41.7514,1643978104
67865,C,0,686138,Idle,0,Fleet,H93,-88.19447,41.88527,1643978104
67705,C,0,76897,In Transit,11,Fleet,H85,-88.17895,41.80728,1643978130
67772,M,0,30939,In Transit,2,Fleet,H74,-88.2419,41.90857,1643978133
67896,C,0,239908,In Transit,13,Fleet,H75,-88.0255,41.82803,1643978133
67793,C,0,686138,In Transit,17,Fleet,H93,-88.19382,41.88503,1643978133
68253,C,0,76897,In Transit,22,Fleet,H85,-88.17372,41.80772,1643978160
67839,C,0,560046,In Transit,11,Fleet,H70,-87.99837,41.80768,1643978162
67819,M,0,30939,Idle,0,Fleet,H74,-88.24192,41.9081,1643978162
68245,C,0,239908,In Transit,6,Fleet,H75,-88.02627,41.82807,1643978162
67825,C,0,652004,In Transit,35,Fleet,H60,-88.00635,41.75127,1643978163
67695,C,0,1004646,Idle,0,Fleet,H67,-88.03067,41.99453,1643978163
68141,C,0,686138,In Transit,38,Fleet,H93,-88.18993,41.8855,1643978163
67669,C,0,76897,In Transit,22,Fleet,H85,-88.17187,41.80903,1643978190
67875,M,0,30939,In Transit,4,Fleet,H74,-88.2421,41.9086,1643978191
67721,C,0,239908,Idle,0,Fleet,H75,-88.02608,41.82888,1643978192
68279,C,0,652004,Idle,0,Fleet,H60,-88.01235,41.75117,1643978193
67646,C,0,686138,In Transit,31,Fleet,H93,-88.18453,41.88575,1643978193
67806,C,0,76897,Idle,0,Fleet,H85,-88.1676,41.8108,1643978221
68112,C,0,560046,In Transit,8,Fleet,H70,-87.9983,41.80942,1643978222
67674,M,0,30939,In Transit,4,Fleet,H74,-88.24255,41.908,1643978222
67760,C,0,686138,In Transit,33,Fleet,H93,-88.17777,41.88577,1643978223
69264,C,0,76897,In Transit,2,Fleet,H85,-88.16757,41.8108,1643978251
67909,C,0,560046,In Transit,13,Fleet,H70,-87.99523,41.80972,1643978252
68001,M,0,30939,In Transit,2,Fleet,H74,-88.24198,41.908,1643978252
67645,C,0,686143,In Transit,33,Fleet,H93,-88.17367,41.88587,1643978254
68950,C,0,76897,In Transit,24,Fleet,H85,-88.16265,41.81078,1643978280
68850,M,0,30939,Idle,0,Fleet,H74,-88.24197,41.90817,1643978281
68862,C,0,652004,In Transit,35,Fleet,H60,-88.01682,41.7511,1643978284
68843,C,0,686143,In Transit,40,Fleet,H93,-88.16818,41.88597,1643978284
69024,C,0,76897,In Transit,22,Fleet,H85,-88.16027,41.81158,1643978310
68946,C,0,686143,In Transit,42,Fleet,H93,-88.16258,41.88612,1643978314
68870,C,0,76897,In Transit,24,Fleet,H85,-88.15627,41.81312,1643978340
69200,C,0,560046,In Transit,6,Fleet,H70,-87.9955,41.81668,1643978343
69155,C,0,686143,In Transit,33,Fleet,H93,-88.1563,41.88808,1643978344
69530,C,0,76897,In Transit,29,Fleet,H85,-88.15333,41.81272,1643978370
68912,C,0,560052,In Transit,26,Fleet,H70,-87.99543,41.81973,1643978372
68959,C,0,652004,Idle,0,Fleet,H60,-88.03415,41.75072,1643978373
69344,C,0,686143,In Transit,13,Fleet,H93,-88.15195,41.88807,1643978374
68978,C,0,76897,Idle,0,Fleet,H85,-88.15088,41.81202,1643978400
69236,C,0,686143,In Transit,31,Fleet,H93,-88.15005,41.88487,1643978406
70074,C,0,76897,In Transit,29,Fleet,H85,-88.15315,41.8128,1643978431
70100,C,0,560052,In Transit,6,Fleet,H70,-87.99095,41.82403,1643978432
70473,C,0,686143,In Transit,33,Fleet,H93,-88.14872,41.8809,1643978434
70070,C,0,76897,In Transit,24,Fleet,H85,-88.15607,41.8133,1643978461
70150,M,0,30939,In Transit,8,Fleet,H74,-88.24208,41.90863,1643978463
70109,C,0,652004,In Transit,35,Fleet,H60,-88.04398,41.75042,1643978464
70512,C,0,686143,In Transit,24,Fleet,H93,-88.14768,41.8779,1643978464
70044,C,0,1004646,Idle,0,Fleet,H67,-88.03072,41.99453,1643978465
70198,C,0,76897,In Transit,29,Fleet,H85,-88.16045,41.81168,1643978491
70064,C,0,652004,In Transit,35,Fleet,H60,-88.05012,41.7502,1643978493
70480,M,0,30939,In Transit,2,Fleet,H74,-88.2426,41.90865,1643978493
70206,C,0,686143,In Transit,17,Fleet,H93,-88.14657,41.87485,1643978493
70147,C,0,76897,In Transit,29,Fleet,H85,-88.1634,41.81092,1643978525
70228,M,0,30939,In Transit,4,Fleet,H74,-88.24258,41.90828,1643978526
70051,C,0,560052,Idle,0,Fleet,H70,-87.99123,41.83108,1643978527
70105,C,0,686143,In Transit,31,Fleet,H93,-88.14592,41.87307,1643978528
70165,C,0,76897,Idle,0,Fleet,H85,-88.16717,41.81112,1643978550
70092,C,0,560052,In Transit,8,Fleet,H70,-87.99108,41.83133,1643978552
70275,M,0,30939,In Transit,2,Fleet,H74,-88.24197,41.908,1643978552
70096,C,0,652004,In Transit,35,Fleet,H60,-88.05468,41.75012,1643978553
70221,C,0,686144,In Transit,26,Fleet,H93,-88.14438,41.86908,1643978554
70220,M,0,30939,Idle,0,Fleet,H74,-88.24195,41.90815,1643978582
70090,C,0,652004,In Transit,33,Fleet,H60,-88.06043,41.75,1643978583
70319,C,0,76897,In Transit,24,Fleet,H85,-88.16772,41.81322,1643978611
71631,C,0,652004,Idle,0,Fleet,H60,-88.06355,41.74983,1643978612
71538,C,0,686144,In Transit,2,Fleet,H93,-88.14423,41.8655,1643978614
71265,C,0,76897,In Transit,22,Fleet,H85,-88.16812,41.81517,1643978640
71508,M,0,30939,In Transit,4,Fleet,H74,-88.24197,41.90802,1643978641
71388,C,0,652004,In Transit,11,Fleet,H60,-88.06395,41.74972,1643978642
71331,M,0,30939,In Transit,6,Fleet,H74,-88.24208,41.9085,1643978671
71581,C,0,76897,In Transit,8,Fleet,H85,-88.16798,41.81645,1643978671
71368,C,0,560052,In Transit,6,Fleet,H70,-87.97195,41.83143,1643978673
71275,C,0,686144,Idle,0,Fleet,H93,-88.14467,41.86552,1643978674
71348,C,0,76897,In Transit,22,Fleet,H85,-88.16605,41.81603,1643978701
71375,M,0,30939,Idle,0,Fleet,H74,-88.24203,41.90813,1643978702
71705,C,0,76897,In Transit,24,Fleet,H85,-88.16052,41.8146,1643978730
71681,C,0,76897,In Transit,20,Fleet,H85,-88.15862,41.81355,1643978761
71398,C,0,1004646,Idle,0,Fleet,H67,-88.03063,41.99455,1643978763
72653,C,0,76897,In Transit,26,Fleet,H85,-88.15715,41.8111,1643978791
72518,C,0,586905,In Transit,38,Fleet,H62,-88.15725,41.98797,1643978814
72697,C,0,76897,In Transit,29,Fleet,H85,-88.1571,41.80875,1643978821
72487,C,0,686144,Idle,0,Fleet,H93,-88.1447,41.86553,1643978823
72853,C,0,76897,In Transit,26,Fleet,H85,-88.15668,41.80437,1643978851
72688,C,0,586905,In Transit,26,Fleet,H62,-88.15167,41.988,1643978853
72886,C,0,586905,Idle,0,Fleet,H62,-88.1478,41.98615,1643978881
72488,C,0,76897,In Transit,22,Fleet,H85,-88.15505,41.80267,1643978881
72992,M,0,30939,In Transit,4,Fleet,H74,-88.24193,41.90795,1643978882
72517,C,0,560052,In Transit,6,Fleet,H70,-87.97505,41.81183,1643978883
72597,C,0,586905,In Transit,6,Fleet,H62,-88.14772,41.9861,1643978910
72554,M,0,30939,Idle,0,Fleet,H74,-88.24193,41.90817,1643978911
72673,C,0,76897,In Transit,6,Fleet,H85,-88.15492,41.8014,1643978911
72811,C,0,560052,In Transit,6,Fleet,H70,-87.97532,41.81105,1643978912
72489,C,0,586905,In Transit,22,Fleet,H62,-88.14755,41.98562,1643978940
72642,C,0,76897,In Transit,24,Fleet,H85,-88.15975,41.80127,1643978940
72648,C,0,560052,In Transit,6,Fleet,H70,-87.97585,41.81108,1643978942
73881,C,0,586905,In Transit,42,Fleet,H62,-88.15018,41.98187,1643978971
73797,C,0,76897,In Transit,2,Fleet,H85,-88.1605,41.80128,1643978971
73685,C,0,686144,Idle,0,Fleet,H93,-88.14472,41.86553,1643978973
73783,C,0,586905,Idle,0,Fleet,H62,-88.15035,41.97392,1643979001
74358,C,0,76897,In Transit,24,Fleet,H85,-88.16588,41.80158,1643979001
73809,C,0,652004,Idle,0,Fleet,H60,-88.06472,41.74092,1643979002
73847,C,0,586905,In Transit,6,Fleet,H62,-88.15033,41.97387,1643979031
73824,C,0,76897,Idle,0,Fleet,H85,-88.16702,41.80172,1643979031
73714,C,0,652004,In Transit,6,Fleet,H60,-88.06435,41.7416,1643979032
73744,C,0,686144,In Transit,4,Fleet,H93,-88.1462,41.86525,1643979033
73820,C,0,586905,In Transit,46,Fleet,H62,-88.15168,41.96995,1643979061
74203,C,0,76897,In Transit,6,Fleet,H85,-88.16707,41.80173,1643979061
73920,M,0,30939,In Transit,2,Fleet,H74,-88.24187,41.90857,1643979064
73668,C,0,1004646,Idle,0,Fleet,H67,-88.03058,41.99455,1643979065
73705,M,0,686144,Idle,0,Fleet,H93,-88.146,41.86465,1643979066
74016,C,0,586905,In Transit,46,Fleet,H62,-88.1517,41.964,1643979091
74354,C,0,76897,In Transit,26,Fleet,H85,-88.16943,41.80198,1643979091
73729,C,0,560052,In Transit,31,Fleet,H70,-87.97155,41.8254,1643979092
73761,M,0,30939,Idle,0,Fleet,H74,-88.24217,41.90868,1643979092
74037,C,0,686144,Idle,0,Fleet,H93,-88.1459,41.86465,1643979094
74465,C,0,586905,In Transit,42,Fleet,H62,-88.15177,41.95853,1643979121
73873,C,0,76897,In Transit,31,Fleet,H85,-88.17487,41.8041,1643979121
74887,C,0,586905,In Transit,38,Fleet,H62,-88.1501,41.95368,1643979151
75040,C,0,76897,In Transit,29,Fleet,H85,-88.17778,41.80528,1643979152
75161,C,0,76897,In Transit,29,Fleet,H85,-88.18442,41.8049,1643979181
75097,C,0,586905,In Transit,13,Fleet,H62,-88.15002,41.95183,1643979182
75093,C,0,586905,In Transit,42,Fleet,H62,-88.1446,41.95188,1643979211
75135,C,0,76897,In Transit,20,Fleet,H85,-88.18813,41.80203,1643979211
75770,M,0,30939,In Transit,2,Fleet,H74,-88.24257,41.90862,1643979213
75495,C,0,586905,In Transit,44,Fleet,H62,-88.13775,41.95237,1643979241
75133,C,0,76897,In Transit,6,Fleet,H85,-88.1888,41.802,1643979241
75005,M,0,30939,In Transit,2,Fleet,H74,-88.24192,41.90785,1643979242
75122,C,0,595669,In Transit,11,Fleet,H69,-88.06447,41.74102,1643979243
75163,C,0,586905,In Transit,44,Fleet,H62,-88.13023,41.95275,1643979271
75096,C,0,652004,In Transit,8,Fleet,H60,-88.06383,41.74205,1643979272
74960,M,0,30939,In Transit,8,Fleet,H74,-88.24062,41.90763,1643979272
75339,C,0,76897,In Transit,29,Fleet,H85,-88.18865,41.80378,1643979274
74980,C,0,586905,In Transit,38,Fleet,H62,-88.12362,41.95293,1643979301
74875,C,0,76897,In Transit,13,Fleet,H85,-88.18807,41.80685,1643979301
74989,C,0,652004,Idle,0,Fleet,H60,-88.06278,41.74238,1643979302
74935,C,0,560056,In Transit,29,Fleet,H70,-87.97208,41.83978,1643979302
74895,M,0,30939,In Transit,11,Fleet,H74,-88.23925,41.90763,1643979302
75028,C,0,595669,Idle,0,Fleet,H69,-88.06278,41.74258,1643979303
75170,C,0,586905,Idle,0,Fleet,H62,-88.12197,41.95297,1643979331
76676,C,0,76897,In Transit,29,Fleet,H85,-88.18555,41.80673,1643979331
76321,M,0,30939,In Transit,2,Fleet,H74,-88.23835,41.90763,1643979332
76147,C,0,239908,Idle,0,Fleet,H75,-88.02558,41.8288,1643979332
76092,C,0,560057,In Transit,24,Fleet,H70,-87.97218,41.84445,1643979333
76674,C,0,76897,In Transit,22,Fleet,H85,-88.17948,41.80742,1643979360
76216,C,0,586905,In Transit,13,Fleet,H62,-88.12055,41.95292,1643979361
77035,M,0,30939,In Transit,31,Fleet,H74,-88.23815,41.91,1643979362
76054,C,0,595669,In Transit,35,Fleet,H69,-88.06307,41.74822,1643979363
76440,C,0,239908,In Transit,2,Fleet,H75,-88.02552,41.82878,1643979363
76184,C,0,652004,In Transit,33,Fleet,H60,-88.06267,41.74627,1643979364
76073,C,0,1004646,Idle,0,Fleet,H67,-88.03063,41.99457,1643979364
76096,C,0,560057,Idle,0,Fleet,H70,-87.97225,41.8459,1643979364
76236,C,0,586905,Idle,0,Fleet,H62,-88.12065,41.95087,1643979391
76293,C,0,76897,In Transit,22,Fleet,H85,-88.17772,41.80903,1643979391
76049,M,0,30939,In Transit,31,Fleet,H74,-88.2381,41.91268,1643979392
76111,C,0,652004,In Transit,35,Fleet,H60,-88.06375,41.74952,1643979393
76371,C,0,595669,In Transit,35,Fleet,H69,-88.06423,41.75067,1643979393
76051,C,0,239908,In Transit,2,Fleet,H75,-88.0255,41.8284,1643979393
76493,C,0,586905,In Transit,6,Fleet,H62,-88.12063,41.95082,1643979421
76655,C,0,76897,In Transit,8,Fleet,H85,-88.17502,41.8116,1643979421
76475,M,0,30939,In Transit,31,Fleet,H74,-88.23803,41.91808,1643979422
76159,C,0,76897,In Transit,17,Fleet,H85,-88.17695,41.8117,1643979452
76083,C,0,652004,In Transit,17,Fleet,H60,-88.06502,41.75958,1643979453
76212,C,0,586905,In Transit,38,Fleet,H62,-88.12062,41.94737,1643979453
76219,C,0,595669,Idle,0,Fleet,H69,-88.06507,41.76005,1643979453
76332,C,0,239908,In Transit,31,Fleet,H75,-88.02515,41.82297,1643979453
76121,M,0,30939,Idle,0,Fleet,H74,-88.23807,41.91955,1643979454
76402,C,0,586905,In Transit,40,Fleet,H62,-88.1194,41.9424,1643979481
76624,C,0,76897,In Transit,2,Fleet,H85,-88.17813,41.81063,1643979481
76273,C,0,652004,In Transit,6,Fleet,H60,-88.06505,41.76002,1643979482
76528,C,0,560057,Idle,0,Fleet,H70,-87.97245,41.85093,1643979482
76688,M,0,30939,In Transit,17,Fleet,H74,-88.23817,41.92015,1643979482
78216,C,0,586905,In Transit,31,Fleet,H62,-88.11878,41.93762,1643979511
77218,C,0,76897,Idle,0,Fleet,H85,-88.17813,41.8106,1643979511
77277,C,0,652004,In Transit,35,Fleet,H60,-88.0668,41.76478,1643979512
77272,M,0,30939,In Transit,38,Fleet,H74,-88.24572,41.9212,1643979512
77291,C,0,239908,In Transit,26,Fleet,H75,-88.0293,41.81855,1643979512
77449,C,0,595669,In Transit,35,Fleet,H69,-88.06685,41.76482,1643979513
77817,C,0,586905,In Transit,38,Fleet,H62,-88.11968,41.93277,1643979541
77244,C,0,76897,In Transit,2,Fleet,H85,-88.17807,41.81095,1643979541
77455,C,0,652004,In Transit,35,Fleet,H60,-88.06783,41.76702,1643979542
77542,M,0,30939,In Transit,40,Fleet,H74,-88.25,41.92153,1643979542
77328,C,0,595669,In Transit,35,Fleet,H69,-88.06798,41.7673,1643979543
77489,C,0,586905,In Transit,35,Fleet,H62,-88.12063,41.92883,1643979571
77261,C,0,76897,Idle,0,Fleet,H85,-88.17807,41.81092,1643979571
77319,C,0,652004,In Transit,35,Fleet,H60,-88.07067,41.77482,1643979572
77310,M,0,30939,In Transit,2,Fleet,H74,-88.25402,41.92148,1643979572
77373,C,0,239908,In Transit,33,Fleet,H75,-88.0337,41.81172,1643979572
77799,C,0,595669,In Transit,35,Fleet,H69,-88.07087,41.7754,1643979573
77909,C,0,586905,In Transit,22,Fleet,H62,-88.12065,41.92477,1643979601
77378,C,0,652004,In Transit,35,Fleet,H60,-88.07145,41.77713,1643979602
77639,M,0,30939,In Transit,31,Fleet,H74,-88.25635,41.92143,1643979602
77257,C,0,595669,In Transit,33,Fleet,H69,-88.07143,41.7771,1643979603
77728,C,0,586905,In Transit,44,Fleet,H62,-88.12065,41.92035,1643979631
77389,M,0,30939,Idle,0,Fleet,H74,-88.26187,41.92132,1643979631
77390,C,0,430700,In Transit,6,Fleet,H78,-87.98948,41.9486,1643979631
77224,C,0,239908,In Transit,15,Fleet,H75,-88.03883,41.80723,1643979632
77526,C,0,430700,Idle,0,Fleet,H78,-87.98887,41.94917,1643979661
77358,C,0,586905,In Transit,44,Fleet,H62,-88.12067,41.9147,1643979662
77684,C,0,560057,Idle,0,Fleet,H70,-87.97293,41.85953,1643979662
77487,C,0,1004646,Idle,0,Fleet,H67,-88.0306,41.99457,1643979663
77280,C,0,586905,In Transit,42,Fleet,H62,-88.12067,41.90922,1643979691
78165,C,0,430700,In Transit,6,Fleet,H78,-87.98877,41.9491,1643979691
78417,C,0,560057,Idle,0,Fleet,H70,-87.97298,41.86015,1643979693
78986,M,0,30939,In Transit,15,Fleet,H74,-88.26258,41.92118,1643979693
